1 219 378 -1
1 540 699 -1
1 778 937 -1
1 1025 1184 -1
1 1629 1788 -1
1 1886 2045 -1
1 2457 2616 -1
1 2975 3134 -1
1 3522 3681 -1
1 4211 4370 -1
1 4478 4637 -1
1 4685 4844 -1
1 4944 5103 -1
1 5546 5705 -1
1 6194 6353 -1
1 6769 6928 -1
1 7448 7607 -1
1 8228 8387 -1
1 8532 8691 -1
1 9295 9454 -1
1 10063 10222 -1
1 10688 10847 -1
1 11370 11529 -1
1 11822 11981 -1
1 12064 12223 -1
1 12310 12469 -1
1 12639 12798 -1
1 13218 13377 -1
1 13937 14096 -1
1 14709 14868 -1
1 15319 15478 -1
1 16110 16269 -1
1 16420 16579 -1
1 16832 16991 -1
1 17367 17526 -1
1 17858 18017 -1
1 18239 18398 -1
1 18704 18863 -1
1 19395 19554 -1
1 20018 20177 -1
1 20529 20688 -1
1 20947 21106 -1
1 21714 21873 -1
1 22288 22447 -1
1 22946 23105 -1
1 23281 23440 -1
1 23565 23724 -1
1 24077 24236 -1
1 24484 24643 -1
1 25205 25364 -1
1 25990 26149 -1
1 26339 26498 -1
1 26929 27088 -1
1 27409 27568 -1
1 28108 28267 -1
1 28379 28538 -1
1 28958 29117 -1
1 29404 29563 -1
1 29836 29995 -1
1 30069 30228 -1
1 30317 30476 -1
1 30808 30967 -1
1 31262 31421 -1
1 31649 31808 -1
1 31893 32052 -1
1 32136 32295 -1
1 32763 32922 -1
1 33107 33266 -1
1 33570 33729 -1
1 34188 34347 -1
1 34722 34881 -1
1 35512 35671 -1
1 35758 35917 -1
1 36225 36384 -1
1 36835 36994 -1
1 37427 37586 -1
1 37936 38095 -1
1 38481 38640 -1
1 38782 38941 -1
1 39021 39180 -1
1 39513 39672 -1
1 39831 39990 -1
1 40303 40462 -1
1 40959 41118 -1
1 41740 41899 -1
1 41981 42140 -1
1 42656 42815 -1
1 43148 43307 -1
1 43567 43726 -1
1 43840 43999 -1
1 44109 44268 -1
1 44834 44993 -1
1 45573 45732 -1
1 45900 46059 -1
1 46530 46689 -1
1 47240 47399 -1
1 47752 47911 -1
1 48026 48185 -1
1 48535 48694 -1
1 48844 49003 -1
