1 183 282 -1
1 331 430 -1
1 629 728 -1
1 850 949 -1
1 1111 1210 -1
1 1610 1709 -1
1 1888 1987 -1
1 2347 2446 -1
1 2531 2630 -1
1 2755 2854 -1
1 3128 3227 -1
1 3355 3454 -1
1 3641 3740 -1
1 3949 4048 -1
1 4260 4359 -1
1 4712 4811 -1
1 5017 5116 -1
1 5257 5356 -1
1 5587 5686 -1
1 6039 6138 -1
1 6221 6320 -1
1 6388 6487 -1
1 6623 6722 -1
1 6816 6915 -1
1 7188 7287 -1
1 7400 7499 -1
1 7669 7768 -1
1 7953 8052 -1
1 8373 8472 -1
1 8787 8886 -1
1 9157 9256 -1
1 9606 9705 -1
1 10027 10126 -1
1 10291 10390 -1
1 10500 10599 -1
1 10896 10995 -1
1 11295 11394 -1
1 11624 11723 -1
1 11945 12044 -1
1 12360 12459 -1
1 12724 12823 -1
1 13187 13286 -1
1 13318 13417 -1
1 13453 13552 -1
1 13895 13994 -1
1 14346 14445 -1
1 14769 14868 -1
1 14969 15068 -1
1 15250 15349 -1
1 15384 15483 -1
1 15796 15895 -1
1 16102 16201 -1
1 16524 16623 -1
1 16773 16872 -1
1 16980 17079 -1
1 17256 17355 -1
1 17683 17782 -1
1 17951 18050 -1
1 18396 18495 -1
1 18793 18892 -1
1 19050 19149 -1
1 19453 19552 -1
1 19725 19824 -1
1 20037 20136 -1
1 20330 20429 -1
1 20470 20569 -1
1 20877 20976 -1
1 21142 21241 -1
1 21555 21654 -1
1 21878 21977 -1
1 22233 22332 -1
1 22362 22461 -1
1 22799 22898 -1
1 23020 23119 -1
1 23276 23375 -1
1 23666 23765 -1
1 24087 24186 -1
1 24482 24581 -1
1 24789 24888 -1
1 25142 25241 -1
1 25436 25535 -1
1 25877 25976 -1
1 26198 26297 -1
1 26694 26793 -1
1 27117 27216 -1
1 27278 27377 -1
1 27610 27709 -1
1 28034 28133 -1
1 28379 28478 -1
1 28588 28687 -1
1 29012 29111 -1
1 29321 29420 -1
1 29493 29592 -1
1 29914 30013 -1
1 30308 30407 -1
1 30763 30862 -1
1 31038 31137 -1
1 31403 31502 -1
1 31617 31716 -1
1 31944 32043 -1
