1 170 289 -1
1 572 691 -1
1 777 896 -1
1 1125 1244 -1
1 1378 1497 -1
1 1884 2003 -1
1 2035 2154 -1
1 2209 2328 -1
1 2776 2895 -1
1 3085 3204 -1
1 3369 3488 -1
1 3927 4046 -1
1 4422 4541 -1
1 4792 4911 -1
1 4993 5112 -1
1 5333 5452 -1
1 5838 5957 -1
1 6048 6167 -1
1 6407 6526 -1
1 6718 6837 -1
1 7198 7317 -1
1 7716 7835 -1
1 8151 8270 -1
1 8562 8681 -1
1 9134 9253 -1
1 9317 9436 -1
1 9875 9994 -1
1 10438 10557 -1
1 10669 10788 -1
1 11161 11280 -1
1 11353 11472 -1
1 11588 11707 -1
1 11781 11900 -1
1 12086 12205 -1
1 12442 12561 -1
1 12955 13074 -1
1 13431 13550 -1
1 14000 14119 -1
1 14560 14679 -1
1 14950 15069 -1
1 15166 15285 -1
1 15526 15645 -1
1 16123 16242 -1
1 16673 16792 -1
1 16983 17102 -1
1 17466 17585 -1
1 17819 17938 -1
1 18300 18419 -1
1 18653 18772 -1
1 18844 18963 -1
1 19274 19393 -1
1 19792 19911 -1
1 20067 20186 -1
1 20374 20493 -1
1 20778 20897 -1
1 21319 21438 -1
1 21749 21868 -1
1 22032 22151 -1
1 22438 22557 -1
1 22618 22737 -1
1 23029 23148 -1
1 23623 23742 -1
1 24149 24268 -1
1 24645 24764 -1
1 25169 25288 -1
1 25485 25604 -1
1 25837 25956 -1
1 26239 26358 -1
1 26830 26949 -1
1 27023 27142 -1
1 27491 27610 -1
1 27912 28031 -1
1 28500 28619 -1
1 29036 29155 -1
1 29337 29456 -1
1 29852 29971 -1
1 30039 30158 -1
1 30393 30512 -1
1 30827 30946 -1
1 31168 31287 -1
1 31550 31669 -1
1 31961 32080 -1
1 32334 32453 -1
1 32903 33022 -1
1 33388 33507 -1
1 33714 33833 -1
1 33905 34024 -1
1 34071 34190 -1
1 34320 34439 -1
1 34689 34808 -1
1 35098 35217 -1
1 35389 35508 -1
1 35760 35879 -1
1 35986 36105 -1
1 36458 36577 -1
1 36706 36825 -1
1 37201 37320 -1
1 37366 37485 -1
1 37716 37835 -1
1 38100 38219 -1
