1 114 253 -1
1 739 878 -1
1 1027 1166 -1
1 1522 1661 -1
1 1780 1919 -1
1 2352 2491 -1
1 2621 2760 -1
1 2840 2979 -1
1 3357 3496 -1
1 3920 4059 -1
1 4211 4350 -1
1 4462 4601 -1
1 4795 4934 -1
1 5025 5164 -1
1 5391 5530 -1
1 5830 5969 -1
1 6209 6348 -1
1 6756 6895 -1
1 7203 7342 -1
1 7531 7670 -1
1 8222 8361 -1
1 8779 8918 -1
1 9204 9343 -1
1 9871 10010 -1
1 10332 10471 -1
1 10917 11056 -1
1 11223 11362 -1
1 11616 11755 -1
1 12248 12387 -1
1 12704 12843 -1
1 12998 13137 -1
1 13212 13351 -1
1 13628 13767 -1
1 14097 14236 -1
1 14639 14778 -1
1 15072 15211 -1
1 15648 15787 -1
1 15899 16038 -1
1 16230 16369 -1
1 16694 16833 -1
1 17043 17182 -1
1 17421 17560 -1
1 17791 17930 -1
1 18311 18450 -1
1 18671 18810 -1
1 19003 19142 -1
1 19385 19524 -1
1 19747 19886 -1
1 20359 20498 -1
1 20945 21084 -1
1 21490 21629 -1
1 21831 21970 -1
1 22299 22438 -1
1 22719 22858 -1
1 22907 23046 -1
1 23239 23378 -1
1 23559 23698 -1
1 23972 24111 -1
1 24390 24529 -1
1 24694 24833 -1
1 25086 25225 -1
1 25433 25572 -1
1 26061 26200 -1
1 26753 26892 -1
1 27134 27273 -1
1 27634 27773 -1
1 28273 28412 -1
1 28679 28818 -1
1 29201 29340 -1
1 29392 29531 -1
1 29875 30014 -1
1 30510 30649 -1
1 30902 31041 -1
1 31284 31423 -1
1 31459 31598 -1
1 32043 32182 -1
1 32705 32844 -1
1 32969 33108 -1
1 33312 33451 -1
1 33651 33790 -1
1 34068 34207 -1
1 34688 34827 -1
1 35001 35140 -1
1 35638 35777 -1
1 36086 36225 -1
1 36276 36415 -1
1 36602 36741 -1
1 36957 37096 -1
1 37234 37373 -1
1 37847 37986 -1
1 38213 38352 -1
1 38502 38641 -1
1 39200 39339 -1
1 39403 39542 -1
1 39666 39805 -1
1 40110 40249 -1
1 40291 40430 -1
1 40838 40977 -1
1 41277 41416 -1
1 41681 41820 -1
