1 238 437 -1
1 508 707 -1
1 937 1136 -1
1 1768 1967 -1
1 2225 2424 -1
1 2879 3078 -1
1 3387 3586 -1
1 4286 4485 -1
1 4991 5190 -1
1 5877 6076 -1
1 6350 6549 -1
1 7109 7308 -1
1 7695 7894 -1
1 8346 8545 -1
1 9261 9460 -1
1 10044 10243 -1
1 10988 11187 -1
1 11689 11888 -1
1 12671 12870 -1
1 13232 13431 -1
1 13793 13992 -1
1 14357 14556 -1
1 15004 15203 -1
1 15847 16046 -1
1 16643 16842 -1
1 17572 17771 -1
1 18255 18454 -1
1 18659 18858 -1
1 19482 19681 -1
1 19980 20179 -1
1 20920 21119 -1
1 21613 21812 -1
1 22105 22304 -1
1 22872 23071 -1
1 23783 23982 -1
1 24474 24673 -1
1 25390 25589 -1
1 25766 25965 -1
1 26127 26326 -1
1 26733 26932 -1
1 27486 27685 -1
1 27828 28027 -1
1 28102 28301 -1
1 28700 28899 -1
1 29385 29584 -1
1 29891 30090 -1
1 30166 30365 -1
1 31153 31352 -1
1 31655 31854 -1
1 32476 32675 -1
1 33042 33241 -1
1 33530 33729 -1
1 34279 34478 -1
1 34988 35187 -1
1 35688 35887 -1
1 36093 36292 -1
1 36399 36598 -1
1 36652 36851 -1
1 37166 37365 -1
1 37751 37950 -1
1 38499 38698 -1
1 39174 39373 -1
1 39569 39768 -1
1 40263 40462 -1
1 41258 41457 -1
1 41775 41974 -1
1 42194 42393 -1
1 42998 43197 -1
1 43683 43882 -1
1 44572 44771 -1
1 44865 45064 -1
1 45413 45612 -1
1 46258 46457 -1
1 47191 47390 -1
1 47987 48186 -1
1 48809 49008 -1
1 49609 49808 -1
1 49993 50192 -1
1 50597 50796 -1
1 50939 51138 -1
1 51568 51767 -1
1 51884 52083 -1
1 52160 52359 -1
1 52756 52955 -1
1 53697 53896 -1
1 54091 54290 -1
1 54891 55090 -1
1 55688 55887 -1
1 56321 56520 -1
1 56571 56770 -1
1 57413 57612 -1
1 58332 58531 -1
1 58803 59002 -1
1 59566 59765 -1
1 59838 60037 -1
1 60589 60788 -1
1 61588 61787 -1
1 62178 62377 -1
1 63051 63250 -1
1 63827 64026 -1
