1 72 151 -1
1 210 289 -1
1 354 433 -1
1 697 776 -1
1 942 1021 -1
1 1231 1310 -1
1 1431 1510 -1
1 1656 1735 -1
1 2031 2110 -1
1 2345 2424 -1
1 2448 2527 -1
1 2601 2680 -1
1 2874 2953 -1
1 3076 3155 -1
1 3466 3545 -1
1 3693 3772 -1
1 4089 4168 -1
1 4228 4307 -1
1 4489 4568 -1
1 4610 4689 -1
1 4738 4817 -1
1 4839 4918 -1
1 5117 5196 -1
1 5266 5345 -1
1 5409 5488 -1
1 5650 5729 -1
1 5875 5954 -1
1 6176 6255 -1
1 6412 6491 -1
1 6795 6874 -1
1 7025 7104 -1
1 7201 7280 -1
1 7403 7482 -1
1 7728 7807 -1
1 8044 8123 -1
1 8415 8494 -1
1 8765 8844 -1
1 9059 9138 -1
1 9427 9506 -1
1 9601 9680 -1
1 9999 10078 -1
1 10222 10301 -1
1 10517 10596 -1
1 10799 10878 -1
1 11145 11224 -1
1 11431 11510 -1
1 11819 11898 -1
1 11943 12022 -1
1 12319 12398 -1
1 12460 12539 -1
1 12758 12837 -1
1 12945 13024 -1
1 13148 13227 -1
1 13337 13416 -1
1 13450 13529 -1
1 13609 13688 -1
1 13721 13800 -1
1 13841 13920 -1
1 13946 14025 -1
1 14228 14307 -1
1 14418 14497 -1
1 14714 14793 -1
1 14933 15012 -1
1 15249 15328 -1
1 15570 15649 -1
1 15746 15825 -1
1 15890 15969 -1
1 16152 16231 -1
1 16319 16398 -1
1 16658 16737 -1
1 16945 17024 -1
1 17265 17344 -1
1 17541 17620 -1
1 17836 17915 -1
1 18020 18099 -1
1 18169 18248 -1
1 18537 18616 -1
1 18928 19007 -1
1 19032 19111 -1
1 19293 19372 -1
1 19581 19660 -1
1 19962 20041 -1
1 20116 20195 -1
1 20303 20382 -1
1 20577 20656 -1
1 20719 20798 -1
1 21066 21145 -1
1 21255 21334 -1
1 21561 21640 -1
1 21761 21840 -1
1 21994 22073 -1
1 22230 22309 -1
1 22614 22693 -1
1 22933 23012 -1
1 23183 23262 -1
1 23489 23568 -1
1 23702 23781 -1
1 23936 24015 -1
1 24294 24373 -1
1 24636 24715 -1
